player,team,type,xT_added,x,y,end_x,end_y
Andrea Barzagli,Juventus,Pass,0.0018699699999999986,76.0,59.0,86.0,77.0
Daniel Alves da Silva,Juventus,Pass,-0.0018081900000000012,79.0,68.0,67.0,41.0
Giorgio Chiellini,Juventus,Pass,0.010999230000000002,80.0,42.0,102.0,7.0
Alex Sandro Lobo Silva,Juventus,Pass,0.028759920000000008,103.0,12.0,114.0,56.0
Daniel Alves da Silva,Juventus,Pass,0.0,111.0,76.0,113.0,72.0
Daniel Alves da Silva,Juventus,Pass,-0.003075179999999997,113.0,80.0,106.0,77.0
Leonardo Bonucci,Juventus,Pass,-0.007287600000000002,105.0,77.0,98.0,76.0
Toni Kroos,Real Madrid,Pass,-0.0005892200000000014,22.0,20.0,28.0,13.0
Karim Benzema,Real Madrid,Pass,0.0005892200000000014,28.0,13.0,27.0,20.0
Sergio Ramos García,Real Madrid,Pass,0.00802682,29.0,18.0,77.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.006564569999999999,77.0,76.0,83.0,65.0
Mario Mandžukić,Juventus,Pass,0.001899940000000001,24.0,19.0,38.0,40.0
Miralem Pjanić,Juventus,Pass,0.002219519999999999,42.0,39.0,57.0,44.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0018078399999999998,53.0,50.0,58.0,74.0
Andrea Barzagli,Juventus,Pass,0.0018078399999999998,58.0,74.0,57.0,57.0
Daniel Alves da Silva,Juventus,Pass,0.0025648599999999987,57.0,57.0,68.0,52.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.002495180000000003,69.0,53.0,72.0,53.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00693001,56.0,22.0,84.0,7.0
Gianluigi Buffon,Juventus,Pass,-0.0010506300000000003,17.0,45.0,37.0,6.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0018078399999999998,52.0,6.0,56.0,22.0
Sami Khedira,Juventus,Pass,0.0005547,59.0,28.0,59.0,41.0
Miralem Pjanić,Juventus,Pass,-0.005234740000000002,75.0,42.0,69.0,71.0
Andrea Barzagli,Juventus,Pass,0.0006478500000000019,71.0,69.0,73.0,51.0
Miralem Pjanić,Juventus,Pass,-0.0012672300000000011,74.0,46.0,75.0,19.0
Sami Khedira,Juventus,Pass,-0.0018473300000000012,75.0,19.0,64.0,27.0
Giorgio Chiellini,Juventus,Pass,0.01576194,72.0,24.0,93.0,39.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.0065612399999999994,93.0,39.0,97.0,28.0
Mario Mandžukić,Juventus,Pass,0.012117899999999997,97.0,27.0,100.0,14.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.005318000000000003,104.0,6.0,92.0,12.0
Sami Khedira,Juventus,Pass,0.005580540000000002,92.0,12.0,92.0,30.0
Miralem Pjanić,Juventus,Pass,0.006298700000000001,92.0,28.0,109.0,8.0
Alex Sandro Lobo Silva,Juventus,Pass,0.050404359999999995,112.0,7.0,108.0,36.0
Mario Mandžukić,Juventus,Pass,-0.018900419999999987,109.0,39.0,112.0,50.0
Daniel Alves da Silva,Juventus,Pass,-0.007287600000000002,103.0,76.0,90.0,76.0
Andrea Barzagli,Juventus,Pass,-0.00885965,90.0,76.0,78.0,61.0
Leonardo Bonucci,Juventus,Pass,-0.0027939199999999983,80.0,60.0,86.0,72.0
Andrea Barzagli,Juventus,Pass,0.0027939199999999983,86.0,72.0,89.0,66.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0027939199999999983,89.0,66.0,83.0,76.0
Andrea Barzagli,Juventus,Pass,-0.004365150000000002,83.0,76.0,65.0,54.0
Leonardo Bonucci,Juventus,Pass,0.07147412,66.0,54.0,102.0,31.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0003668899999999999,19.0,50.0,3.0,48.0
Keylor Navas Gamboa,Real Madrid,Pass,0.00148532,14.0,53.0,43.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.002814230000000001,46.0,75.0,27.0,71.0
Raphaël Varane,Real Madrid,Pass,0.0021463600000000017,24.0,72.0,37.0,62.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0010425699999999996,30.0,54.0,45.0,17.0
Daniel Alves da Silva,Juventus,Pass,-0.012117899999999997,100.0,60.0,97.0,52.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.053216999999999993,95.0,42.0,108.0,31.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0008174500000000008,13.0,52.0,37.0,68.0
Luka Modrić,Real Madrid,Pass,0.059778239999999996,93.0,54.0,100.0,41.0
Miralem Pjanić,Juventus,Pass,0.0025262500000000007,21.0,39.0,43.0,27.0
Alex Sandro Lobo Silva,Juventus,Pass,0.01271714,57.0,30.0,92.0,6.0
Sami Khedira,Juventus,Pass,0.047660339999999995,102.0,15.0,106.0,48.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.0,106.0,48.0,107.0,38.0
Mario Mandžukić,Juventus,Pass,0.0,107.0,39.0,101.0,41.0
Toni Kroos,Real Madrid,Pass,0.0013107199999999996,25.0,29.0,30.0,39.0
Luka Modrić,Real Madrid,Pass,-0.0002191399999999996,35.0,33.0,39.0,23.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.00109158,38.0,23.0,29.0,23.0
Toni Kroos,Real Madrid,Pass,0.00383236,29.0,23.0,56.0,63.0
Giorgio Chiellini,Juventus,Pass,0.0007771499999999973,65.0,18.0,65.0,38.0
Miralem Pjanić,Juventus,Pass,-0.003049879999999998,65.0,38.0,54.0,19.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0008905599999999986,54.0,19.0,65.0,6.0
Giorgio Chiellini,Juventus,Pass,0.0021201799999999993,65.0,6.0,66.0,21.0
Sami Khedira,Juventus,Pass,0.0,66.0,21.0,65.0,29.0
Miralem Pjanić,Juventus,Pass,-0.0006193799999999992,73.0,32.0,75.0,22.0
Sami Khedira,Juventus,Pass,-0.002456040000000003,79.0,27.0,65.0,47.0
Leonardo Bonucci,Juventus,Pass,0.05007852,74.0,54.0,114.0,23.0
Alex Sandro Lobo Silva,Juventus,Pass,0.018900419999999987,114.0,23.0,105.0,40.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.0,106.0,40.0,107.0,34.0
Karim Benzema,Real Madrid,Pass,-0.004748089999999998,60.0,40.0,44.0,10.0
Andrea Barzagli,Juventus,Pass,-0.0027068500000000002,59.0,80.0,30.0,73.0
Leonardo Bonucci,Juventus,Pass,-1.3259999999999314e-05,24.0,66.0,8.0,45.0
Gianluigi Buffon,Juventus,Pass,-0.000661730000000001,10.0,45.0,27.0,47.0
Miralem Pjanić,Juventus,Pass,0.004505340000000002,53.0,32.0,71.0,25.0
Mario Mandžukić,Juventus,Pass,-0.0032331900000000004,71.0,25.0,69.0,10.0
Alex Sandro Lobo Silva,Juventus,Pass,0.018900419999999987,112.0,20.0,107.0,45.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.00058186,20.0,29.0,38.0,10.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0014861800000000001,47.0,5.0,34.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0013280300000000009,34.0,4.0,34.0,24.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0036313399999999985,34.0,28.0,63.0,73.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00315936,70.0,73.0,56.0,54.0
Luka Modrić,Real Madrid,Pass,0.0026039999999999987,56.0,54.0,63.0,45.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0020492999999999987,63.0,43.0,57.0,32.0
Sergio Ramos García,Real Madrid,Pass,0.00260466,57.0,32.0,70.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0008905599999999986,69.0,6.0,57.0,14.0
Sergio Ramos García,Real Madrid,Pass,0.01327184,57.0,25.0,95.0,74.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00634183,97.0,80.0,83.0,73.0
Luka Modrić,Real Madrid,Pass,0.06710896999999999,85.0,70.0,101.0,38.0
Miralem Pjanić,Juventus,Pass,0.0011582700000000012,20.0,39.0,30.0,41.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0013107199999999996,30.0,41.0,23.0,53.0
Daniel Alves da Silva,Juventus,Pass,0.00109158,23.0,53.0,32.0,55.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0,32.0,55.0,33.0,59.0
Leonardo Bonucci,Juventus,Pass,0.00767405,37.0,74.0,71.0,5.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.0047589,77.0,5.0,44.0,55.0
Leonardo Bonucci,Juventus,Pass,0.004164399999999999,43.0,56.0,66.0,59.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.01825712,66.0,59.0,95.0,37.0
Raphaël Varane,Real Madrid,Pass,-0.0005892200000000014,25.0,53.0,22.0,67.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0016808000000000014,21.0,68.0,36.0,50.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.00159954,42.0,50.0,57.0,23.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.005103159999999999,62.0,17.0,86.0,2.0
Karim Benzema,Real Madrid,Pass,0.0,89.0,7.0,84.0,9.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00634183,84.0,9.0,93.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.007287600000000002,100.0,7.0,91.0,7.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.22988868,91.0,7.0,112.0,40.0
Mario Mandžukić,Juventus,Pass,0.007432319999999999,29.0,11.0,68.0,55.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0005547,53.0,26.0,53.0,39.0
Miralem Pjanić,Juventus,Pass,-0.0020492999999999987,66.0,43.0,57.0,36.0
Leonardo Bonucci,Juventus,Pass,0.0012721500000000014,57.0,36.0,63.0,14.0
Giorgio Chiellini,Juventus,Pass,0.014796759999999999,64.0,6.0,95.0,11.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0015522899999999996,35.0,63.0,44.0,61.0
Raphaël Varane,Real Madrid,Pass,0.0005445499999999995,42.0,60.0,41.0,24.0
Sergio Ramos García,Real Madrid,Pass,0.0011536600000000008,41.0,24.0,55.0,10.0
Toni Kroos,Real Madrid,Pass,0.003605239999999999,55.0,10.0,73.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.017400080000000002,75.0,3.0,109.0,5.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.21097459000000002,115.0,12.0,112.0,46.0
Andrea Barzagli,Juventus,Pass,0.0,11.0,57.0,16.0,51.0
Miralem Pjanić,Juventus,Pass,0.004164399999999999,41.0,54.0,64.0,56.0
Sergio Ramos García,Real Madrid,Pass,0.00441219,56.0,26.0,71.0,15.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.009848550000000001,77.0,14.0,90.0,25.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0065612399999999994,90.0,25.0,91.0,33.0
Karim Benzema,Real Madrid,Pass,-0.010990860000000002,90.0,33.0,83.0,26.0
Toni Kroos,Real Madrid,Pass,-0.004151699999999998,83.0,26.0,79.0,43.0
Luka Modrić,Real Madrid,Pass,0.004151699999999998,78.0,46.0,86.0,51.0
Miralem Pjanić,Juventus,Pass,-0.00015244999999999842,29.0,37.0,27.0,22.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.0011536600000000008,50.0,10.0,46.0,29.0
Miralem Pjanić,Juventus,Pass,0.00215424,46.0,29.0,58.0,35.0
Mario Mandžukić,Juventus,Pass,0.0,58.0,34.0,55.0,44.0
Daniel Alves da Silva,Juventus,Pass,-0.0001100200000000006,55.0,44.0,65.0,72.0
Andrea Barzagli,Juventus,Pass,0.0,70.0,71.0,74.0,75.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.00125283,74.0,75.0,71.0,63.0
Daniel Alves da Silva,Juventus,Pass,0.0,72.0,61.0,78.0,62.0
Andrea Barzagli,Juventus,Pass,-0.002495180000000003,71.0,51.0,66.0,24.0
Alex Sandro Lobo Silva,Juventus,Pass,0.02106976,65.0,24.0,111.0,1.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0006523799999999993,14.0,80.0,22.0,72.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0006523799999999993,22.0,72.0,14.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.006049240000000001,15.0,76.0,59.0,64.0
Leonardo Bonucci,Juventus,Pass,0.0025853399999999985,62.0,17.0,78.0,11.0
Mario Mandžukić,Juventus,Pass,0.005311739999999999,78.0,11.0,86.0,14.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.00010719000000000006,86.0,14.0,85.0,22.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.00109158,36.0,59.0,24.0,50.0
Sergio Ramos García,Real Madrid,Pass,0.002678699999999999,24.0,50.0,43.0,53.0
Miralem Pjanić,Juventus,Pass,0.23332940000000002,81.0,27.0,111.0,41.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0016808000000000014,30.0,23.0,23.0,18.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0003527700000000005,23.0,18.0,35.0,5.0
Andrea Barzagli,Juventus,Pass,0.0037706500000000004,78.0,80.0,87.0,78.0
Daniel Alves da Silva,Juventus,Pass,0.0,87.0,78.0,86.0,75.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0037706500000000004,85.0,75.0,77.0,78.0
Andrea Barzagli,Juventus,Pass,0.0037706500000000004,77.0,78.0,80.0,78.0
Leonardo Bonucci,Juventus,Pass,0.00014302000000000065,52.0,74.0,46.0,42.0
Giorgio Chiellini,Juventus,Pass,0.00859483,47.0,38.0,88.0,8.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.050404359999999995,120.0,1.0,109.0,44.0
Sergio Ramos García,Real Madrid,Pass,0.00027740000000000056,14.0,36.0,33.0,58.0
Raphaël Varane,Real Madrid,Pass,0.004203539999999999,43.0,56.0,64.0,40.0
Miralem Pjanić,Juventus,Pass,0.0020492999999999987,57.0,41.0,69.0,30.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.004164399999999999,65.0,27.0,49.0,21.0
Giorgio Chiellini,Juventus,Pass,-0.0002082999999999998,49.0,21.0,54.0,1.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.05469388000000001,69.0,80.0,111.0,52.0
Gianluigi Buffon,Juventus,Pass,0.00165622,16.0,45.0,51.0,76.0
Leonardo Bonucci,Juventus,Pass,0.003634690000000001,57.0,75.0,65.0,68.0
Miralem Pjanić,Juventus,Pass,0.005418929999999999,72.0,65.0,86.0,55.0
Sami Khedira,Juventus,Pass,0.01126177,88.0,41.0,96.0,33.0
Mario Mandžukić,Juventus,Pass,0.053216999999999993,96.0,33.0,101.0,42.0
Alex Sandro Lobo Silva,Juventus,Pass,0.034579120000000005,104.0,1.0,119.0,26.0
Mario Mandžukić,Juventus,Pass,0.18802196,119.0,26.0,114.0,39.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0015463100000000004,10.0,23.0,32.0,47.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0004294100000000016,28.0,35.0,31.0,19.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.00050972,31.0,19.0,31.0,27.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.00109158,31.0,27.0,22.0,26.0
Sergio Ramos García,Real Madrid,Pass,0.0012497299999999992,22.0,26.0,44.0,75.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00122067,44.0,75.0,53.0,80.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.0049672,73.0,1.0,57.0,7.0
Giorgio Chiellini,Juventus,Pass,-0.0030181800000000005,54.0,10.0,17.0,34.0
Gianluigi Buffon,Juventus,Pass,-0.0010506300000000003,16.0,41.0,36.0,76.0
Andrea Barzagli,Juventus,Pass,0.0114447,36.0,77.0,85.0,71.0
Toni Kroos,Real Madrid,Pass,0.00050972,37.0,10.0,37.0,53.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.003186659999999999,37.0,53.0,52.0,53.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0,49.0,54.0,48.0,58.0
Sami Khedira,Juventus,Pass,0.0154994,73.0,28.0,107.0,6.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.009373879999999998,113.0,6.0,95.0,59.0
Daniel Alves da Silva,Juventus,Pass,0.016362579999999998,96.0,58.0,100.0,55.0
Toni Kroos,Real Madrid,Pass,0.0033944200000000004,9.0,4.0,15.0,25.0
Sergio Ramos García,Real Madrid,Pass,0.0013271700000000008,15.0,25.0,31.0,22.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0013271700000000008,31.0,22.0,18.0,25.0
Sergio Ramos García,Real Madrid,Pass,-8.600000000000968e-07,18.0,25.0,32.0,3.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0013280500000000008,32.0,3.0,20.0,8.0
Toni Kroos,Real Madrid,Pass,0.0005892200000000014,20.0,10.0,28.0,22.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0008141799999999994,28.0,22.0,16.0,48.0
Raphaël Varane,Real Madrid,Pass,-8.600000000000968e-07,16.0,51.0,36.0,71.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0002364500000000009,36.0,71.0,25.0,59.0
Raphaël Varane,Real Madrid,Pass,0.00015244999999999842,25.0,59.0,25.0,32.0
Sergio Ramos García,Real Madrid,Pass,0.002317950000000001,26.0,31.0,52.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.00622003,52.0,5.0,71.0,16.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0022727300000000006,69.0,15.0,56.0,15.0
Toni Kroos,Real Madrid,Pass,0.003049879999999998,56.0,15.0,62.0,33.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,67.0,29.0,64.0,20.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0020101599999999987,60.0,29.0,56.0,34.0
Luka Modrić,Real Madrid,Pass,0.0012721500000000014,56.0,34.0,68.0,19.0
Toni Kroos,Real Madrid,Pass,0.00885965,74.0,19.0,91.0,72.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.008211799999999998,91.0,70.0,77.0,57.0
Luka Modrić,Real Madrid,Pass,0.004663889999999997,78.0,52.0,89.0,12.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.005318000000000003,97.0,12.0,101.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.006298700000000001,101.0,6.0,92.0,23.0
Luka Modrić,Real Madrid,Pass,-0.004429620000000002,92.0,23.0,86.0,28.0
Toni Kroos,Real Madrid,Pass,0.00541032,86.0,28.0,92.0,60.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.22791908,92.0,62.0,116.0,32.0
Gianluigi Buffon,Juventus,Pass,0.009573870000000002,18.0,50.0,75.0,53.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.00215424,46.0,28.0,57.0,34.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0004458799999999992,57.0,13.0,56.0,20.0
Toni Kroos,Real Madrid,Pass,0.0025648599999999987,56.0,20.0,66.0,22.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0025648599999999987,66.0,22.0,56.0,22.0
Toni Kroos,Real Madrid,Pass,0.0005945000000000013,62.0,20.0,78.0,4.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0027146800000000006,78.0,4.0,69.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0004446799999999994,63.0,4.0,52.0,53.0
Raphaël Varane,Real Madrid,Pass,0.0005547,51.0,53.0,57.0,46.0
Luka Modrić,Real Madrid,Pass,-0.0001100200000000006,57.0,46.0,63.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0008905599999999986,63.0,76.0,52.0,67.0
Raphaël Varane,Real Madrid,Pass,-0.00121894,57.0,63.0,48.0,36.0
Sergio Ramos García,Real Madrid,Pass,0.0034916700000000005,48.0,33.0,62.0,14.0
Toni Kroos,Real Madrid,Pass,0.0025853399999999985,63.0,13.0,76.0,15.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0,69.0,29.0,62.0,52.0
Raphaël Varane,Real Madrid,Pass,0.0005945000000000013,63.0,55.0,71.0,76.0
Luka Modrić,Real Madrid,Pass,-0.0018081900000000012,72.0,61.0,64.0,42.0
Sergio Ramos García,Real Madrid,Pass,0.0018081900000000012,68.0,40.0,73.0,15.0
Toni Kroos,Real Madrid,Pass,0.0006193799999999992,77.0,20.0,77.0,47.0
Luka Modrić,Real Madrid,Pass,0.0012505899999999993,74.0,48.0,85.0,73.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.004429620000000002,93.0,51.0,87.0,54.0
Gianluigi Buffon,Juventus,Pass,0.0074847199999999985,7.0,41.0,65.0,35.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0020492999999999987,56.0,46.0,66.0,35.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0030754200000000023,66.0,36.0,72.0,31.0
Karim Benzema,Real Madrid,Pass,-0.0019695999999999984,90.0,18.0,92.0,6.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0035479100000000013,93.0,6.0,88.0,10.0
Toni Kroos,Real Madrid,Pass,0.010835510000000003,88.0,10.0,101.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.006298700000000001,100.0,7.0,98.0,20.0
Toni Kroos,Real Madrid,Pass,0.0065612399999999994,98.0,22.0,93.0,41.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.004151699999999998,87.0,29.0,78.0,47.0
Luka Modrić,Real Madrid,Pass,0.008211799999999998,77.0,52.0,92.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00634183,92.0,76.0,84.0,71.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.022462,87.0,63.0,111.0,63.0
Mario Mandžukić,Juventus,Pass,0.0033944200000000004,9.0,5.0,16.0,23.0
Miralem Pjanić,Juventus,Pass,0.0,16.0,23.0,10.0,29.0
Giorgio Chiellini,Juventus,Pass,0.00148532,10.0,27.0,40.0,5.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0073758899999999995,82.0,80.0,58.0,68.0
Raphaël Varane,Real Madrid,Pass,0.0004458799999999992,59.0,62.0,56.0,26.0
Sergio Ramos García,Real Madrid,Pass,0.00315936,56.0,26.0,72.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.006564569999999999,74.0,5.0,84.0,13.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.004663889999999997,84.0,13.0,76.0,22.0
Toni Kroos,Real Madrid,Pass,0.004771079999999997,74.0,26.0,80.0,52.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.2195259,111.0,80.0,112.0,44.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.009169229999999999,82.0,62.0,58.0,47.0
Raphaël Varane,Real Madrid,Pass,0.0020101599999999987,58.0,47.0,63.0,22.0
Sergio Ramos García,Real Madrid,Pass,0.0005945000000000013,63.0,22.0,72.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0,72.0,5.0,74.0,5.0
Karim Benzema,Real Madrid,Pass,-0.004268819999999998,61.0,41.0,44.0,41.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0004792700000000004,44.0,43.0,46.0,62.0
Luka Modrić,Real Madrid,Pass,0.00033624999999999974,46.0,69.0,57.0,78.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0027068500000000002,55.0,78.0,30.0,71.0
Raphaël Varane,Real Madrid,Pass,-0.00058186,30.0,64.0,26.0,28.0
Sergio Ramos García,Real Madrid,Pass,-0.0002364500000000009,28.0,23.0,36.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,6.099000000000035e-05,44.0,6.0,36.0,36.0
Toni Kroos,Real Madrid,Pass,-0.0015471700000000005,35.0,43.0,38.0,72.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00058186,37.0,67.0,29.0,57.0
Raphaël Varane,Real Madrid,Pass,0.0002191399999999996,36.0,54.0,35.0,31.0
Sergio Ramos García,Real Madrid,Pass,0.00015814999999999926,38.0,29.0,49.0,7.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.05694640000000001,50.0,5.0,118.0,24.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.18802196,118.0,24.0,112.0,39.0
Giorgio Chiellini,Juventus,Pass,1.3259999999999314e-05,9.0,42.0,21.0,63.0
Miralem Pjanić,Juventus,Pass,0.0003527700000000005,21.0,65.0,37.0,78.0
Daniel Alves da Silva,Juventus,Pass,0.00767405,36.0,78.0,72.0,76.0
Sergio Ramos García,Real Madrid,Pass,-0.0004355499999999998,49.0,5.0,17.0,41.0
Keylor Navas Gamboa,Real Madrid,Pass,0.008524100000000001,17.0,41.0,79.0,58.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0001100200000000006,62.0,8.0,56.0,33.0
Miralem Pjanić,Juventus,Pass,-0.0004458799999999992,55.0,28.0,54.0,16.0
Giorgio Chiellini,Juventus,Pass,0.0073758899999999995,56.0,17.0,82.0,6.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0037706500000000004,70.0,1.0,84.0,6.0
Mario Mandžukić,Juventus,Pass,-0.0037706500000000004,84.0,6.0,77.0,3.0
Alex Sandro Lobo Silva,Juventus,Pass,0.012082079999999999,77.0,3.0,91.0,11.0
Raphaël Varane,Real Madrid,Pass,-0.0008183100000000009,31.0,68.0,33.0,72.0
Raphaël Varane,Real Madrid,Pass,0.0023706000000000005,36.0,73.0,42.0,66.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0023706000000000005,42.0,66.0,31.0,73.0
Raphaël Varane,Real Madrid,Pass,0.0008183100000000009,31.0,73.0,39.0,65.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0008183100000000009,39.0,65.0,33.0,70.0
Raphaël Varane,Real Madrid,Pass,0.0027068500000000002,39.0,73.0,53.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00122067,53.0,77.0,43.0,73.0
Raphaël Varane,Real Madrid,Pass,-0.00082343,43.0,69.0,35.0,33.0
Sergio Ramos García,Real Madrid,Pass,-0.00014302000000000065,41.0,31.0,50.0,8.0
Toni Kroos,Real Madrid,Pass,0.002252519999999999,52.0,8.0,68.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.24000116000000002,71.0,6.0,119.0,31.0
Toni Kroos,Real Madrid,Pass,0.2195259,120.0,1.0,116.0,42.0
Gianluigi Buffon,Juventus,Pass,0.0074455799999999985,6.0,40.0,62.0,25.0
Mario Mandžukić,Juventus,Pass,0.002495180000000003,62.0,25.0,76.0,23.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.004858069999999999,70.0,18.0,57.0,15.0
Sami Khedira,Juventus,Pass,0.0,60.0,8.0,69.0,5.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.003970940000000001,63.0,10.0,44.0,15.0
Giorgio Chiellini,Juventus,Pass,0.00033624999999999974,44.0,16.0,52.0,8.0
Alex Sandro Lobo Silva,Juventus,Pass,0.002252519999999999,55.0,7.0,66.0,4.0
Sami Khedira,Juventus,Pass,-0.00270599,58.0,3.0,15.0,23.0
