player,team,type,xT_added,x,y,end_x,end_y
Kieran Trippier,Tottenham Hotspur,Pass,0.0036986500000000012,22.6,76.6,42.8,64.7
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0005445499999999995,42.8,64.9,47.8,56.5
Bamidele Alli,Tottenham Hotspur,Pass,0.0011536600000000008,47.8,56.5,51.2,62.8
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0013679799999999995,48.4,58.4,39.6,32.1
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0002082999999999998,43.0,22.4,55.0,3.5
Danny Rose,Tottenham Hotspur,Pass,-0.00033624999999999974,55.0,3.3,41.1,11.3
Jan Vertonghen,Tottenham Hotspur,Pass,0.0007288599999999996,36.0,12.8,33.1,31.0
Toby Alderweireld,Tottenham Hotspur,Pass,-0.00050972,33.7,27.7,33.7,16.7
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0005442399999999997,29.9,15.7,7.5,26.2
Hugo Lloris,Tottenham Hotspur,Pass,0.009573870000000002,10.0,25.4,72.6,26.4
Joël Andre Job Matip,Liverpool,Pass,-0.0025262500000000007,47.5,53.7,28.4,33.1
Virgil van Dijk,Liverpool,Pass,0.0012497299999999992,23.1,27.6,44.5,0.5
Kieran Trippier,Tottenham Hotspur,Pass,0.006671759999999999,76.8,80.0,82.3,56.9
Harry Kane,Tottenham Hotspur,Pass,0.0,82.9,57.1,88.6,54.4
Virgil van Dijk,Liverpool,Pass,0.01011667,31.5,25.7,86.8,0.7
Kieran Trippier,Tottenham Hotspur,Pass,-0.00148532,42.6,80.0,14.0,51.2
Hugo Lloris,Tottenham Hotspur,Pass,-0.0008141799999999994,18.8,39.7,26.6,25.6
Jan Vertonghen,Tottenham Hotspur,Pass,0.00015244999999999842,28.5,25.4,29.5,40.9
Toby Alderweireld,Tottenham Hotspur,Pass,-0.00015244999999999842,27.8,37.3,27.4,22.8
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0006024800000000007,26.0,22.0,3.0,34.2
Hugo Lloris,Tottenham Hotspur,Pass,0.0036038600000000004,7.7,25.2,56.0,9.4
Trent Alexander-Arnold,Liverpool,Pass,0.001382170000000002,64.1,70.7,66.4,69.9
Trent Alexander-Arnold,Liverpool,Pass,0.0037706500000000004,70.8,77.9,83.2,75.3
Mohamed Salah,Liverpool,Pass,0.02369331,84.5,74.9,104.4,56.2
Toby Alderweireld,Tottenham Hotspur,Pass,0.0032676100000000007,9.1,20.7,42.1,16.3
Jordan Brian Henderson,Liverpool,Pass,0.0006478500000000019,78.0,63.8,79.0,56.2
Fábio Henrique Tavares,Liverpool,Pass,0.010181399999999997,79.0,56.2,96.9,65.5
Jan Vertonghen,Tottenham Hotspur,Pass,0.0005892200000000014,27.2,17.0,22.6,27.3
Toby Alderweireld,Tottenham Hotspur,Pass,0.0013107199999999996,23.4,27.7,32.3,30.6
Harry Winks,Tottenham Hotspur,Pass,-0.00014302000000000065,44.0,45.7,56.4,75.8
Kieran Trippier,Tottenham Hotspur,Pass,0.0013619600000000006,56.4,75.8,50.3,65.9
Harry Winks,Tottenham Hotspur,Pass,-0.002219519999999999,50.3,49.3,42.8,31.0
Jan Vertonghen,Tottenham Hotspur,Pass,-6.527999999999916e-05,42.6,27.0,41.3,47.8
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0032159000000000007,40.9,48.9,7.3,35.2
Hugo Lloris,Tottenham Hotspur,Pass,0.0003668899999999999,8.1,35.9,10.0,50.2
Toby Alderweireld,Tottenham Hotspur,Pass,0.00148532,12.9,56.5,42.3,4.8
Danny Rose,Tottenham Hotspur,Pass,0.0013325099999999986,68.2,10.7,79.5,0.6
Trent Alexander-Arnold,Liverpool,Pass,0.0014861800000000001,36.6,80.0,41.0,70.3
Georginio Wijnaldum,Liverpool,Pass,-0.0036986500000000012,41.6,69.2,29.4,77.2
Trent Alexander-Arnold,Liverpool,Pass,0.00506939,30.3,77.4,50.9,49.3
Moussa Sissoko,Tottenham Hotspur,Pass,0.0,92.4,41.8,99.5,37.6
Harry Winks,Tottenham Hotspur,Pass,0.00016371999999999914,83.3,49.5,84.6,63.6
Kieran Trippier,Tottenham Hotspur,Pass,-0.004663889999999997,84.6,63.6,75.8,50.6
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0034407200000000013,86.9,26.6,96.4,3.7
Danny Rose,Tottenham Hotspur,Pass,-0.00885965,91.1,2.9,70.9,13.2
Jan Vertonghen,Tottenham Hotspur,Pass,0.0007771499999999973,69.9,13.2,64.8,40.5
Toby Alderweireld,Tottenham Hotspur,Pass,0.002456040000000003,63.8,42.2,72.0,55.0
Harry Winks,Tottenham Hotspur,Pass,0.0038807899999999985,71.8,49.7,84.8,35.0
Bamidele Alli,Tottenham Hotspur,Pass,0.0,84.6,35.9,89.6,42.4
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.01126177,89.4,43.4,91.5,48.9
Harry Kane,Tottenham Hotspur,Pass,-0.004500169999999998,86.5,47.8,75.6,55.6
Harry Winks,Tottenham Hotspur,Pass,0.004771079999999997,75.6,55.6,82.9,58.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.004771079999999997,83.7,58.8,77.2,57.5
Harry Winks,Tottenham Hotspur,Pass,0.008211799999999998,77.0,55.8,97.6,80.0
Andrew Robertson,Liverpool,Pass,0.004034900000000001,28.4,0.1,51.3,3.7
Kieran Trippier,Tottenham Hotspur,Pass,0.014796759999999999,68.8,76.4,91.3,64.7
Harry Kane,Tottenham Hotspur,Pass,-0.0009806999999999975,91.5,65.1,94.7,58.8
Bamidele Alli,Tottenham Hotspur,Pass,0.0,112.7,54.6,112.5,50.0
Bamidele Alli,Tottenham Hotspur,Pass,0.0,120.0,80.0,112.3,77.3
Kieran Trippier,Tottenham Hotspur,Pass,0.2195259,114.2,75.4,111.7,44.5
Kieran Trippier,Tottenham Hotspur,Pass,0.010362779999999999,91.5,80.0,111.1,76.4
Kieran Trippier,Tottenham Hotspur,Pass,0.03150394000000001,111.7,80.0,112.5,56.3
Sadio Mané,Liverpool,Pass,-0.00033735000000000015,12.8,12.9,28.8,7.0
Kieran Trippier,Tottenham Hotspur,Pass,-0.00634183,90.7,73.7,85.0,73.1
Moussa Sissoko,Tottenham Hotspur,Pass,-0.0061268799999999995,71.3,75.0,35.8,47.0
Toby Alderweireld,Tottenham Hotspur,Pass,0.0013027000000000004,35.6,43.2,44.0,31.7
Jan Vertonghen,Tottenham Hotspur,Pass,6.527999999999916e-05,48.4,31.0,47.6,57.5
Toby Alderweireld,Tottenham Hotspur,Pass,0.00033624999999999974,45.5,61.3,51.6,70.5
Moussa Sissoko,Tottenham Hotspur,Pass,-0.0006678699999999992,49.7,71.0,33.3,64.2
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0006024800000000007,22.0,58.6,8.9,38.4
Hugo Lloris,Tottenham Hotspur,Pass,0.0003668899999999999,8.9,35.5,14.0,22.4
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0003668899999999999,14.2,25.4,7.5,39.7
Hugo Lloris,Tottenham Hotspur,Pass,-0.0005309800000000003,7.5,39.7,5.4,57.3
Toby Alderweireld,Tottenham Hotspur,Pass,0.0032676100000000007,9.8,55.8,41.7,11.3
Jordan Brian Henderson,Liverpool,Pass,0.03150394000000001,115.2,76.8,119.6,52.8
Hugo Lloris,Tottenham Hotspur,Pass,0.0014166600000000001,6.0,36.0,19.9,46.0
Moussa Sissoko,Tottenham Hotspur,Pass,-0.0013636900000000007,44.4,36.5,42.8,3.1
Danny Rose,Tottenham Hotspur,Pass,0.011638959999999999,51.2,2.0,85.2,23.5
Bamidele Alli,Tottenham Hotspur,Pass,0.04541463000000001,84.8,19.5,116.5,24.1
Alisson Ramsés Becker,Liverpool,Pass,0.00662342,14.3,45.3,72.3,0.9
Kieran Trippier,Tottenham Hotspur,Pass,0.0008844200000000003,47.2,80.0,47.2,67.0
Harry Winks,Tottenham Hotspur,Pass,-0.0023706000000000005,46.3,69.3,36.0,77.3
Kieran Trippier,Tottenham Hotspur,Pass,-0.00036602999999999983,34.4,75.0,7.9,44.5
Hugo Lloris,Tottenham Hotspur,Pass,-0.0005309800000000003,4.7,39.0,9.1,28.1
Jan Vertonghen,Tottenham Hotspur,Pass,0.0002355900000000008,10.2,22.2,25.5,23.5
Harry Winks,Tottenham Hotspur,Pass,0.0003527700000000005,26.4,10.7,33.5,3.3
Danny Rose,Tottenham Hotspur,Pass,-0.0013280500000000008,30.6,2.9,23.0,3.7
Harry Winks,Tottenham Hotspur,Pass,0.0,33.3,3.5,35.4,1.0
Danny Rose,Tottenham Hotspur,Pass,0.0014861800000000001,34.2,1.4,49.9,1.8
Trent Alexander-Arnold,Liverpool,Pass,0.0,70.2,78.3,76.9,73.0
Jordan Brian Henderson,Liverpool,Pass,0.017400080000000002,78.6,76.4,105.5,77.9
Mohamed Salah,Liverpool,Pass,-0.00839318,110.1,78.3,99.4,66.5
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,-0.005819199999999997,100.7,69.0,103.4,77.9
Mohamed Salah,Liverpool,Pass,-0.013629430000000001,101.9,78.1,88.9,78.7
Danny Rose,Tottenham Hotspur,Pass,0.0036986500000000012,29.7,0.1,41.5,15.7
Moussa Sissoko,Tottenham Hotspur,Pass,0.011868019999999998,40.7,16.5,84.8,64.0
Andrew Robertson,Liverpool,Pass,-0.001715320000000001,35.3,16.1,9.5,29.9
Alisson Ramsés Becker,Liverpool,Pass,-0.0008141799999999994,12.0,32.5,21.4,55.2
Joël Andre Job Matip,Liverpool,Pass,0.0010972800000000008,22.5,49.1,46.4,6.8
Trent Alexander-Arnold,Liverpool,Pass,0.2195259,120.0,80.0,115.6,45.1
Hugo Lloris,Tottenham Hotspur,Pass,0.01056014,6.0,36.0,75.1,34.6
Virgil van Dijk,Liverpool,Pass,0.006724860000000001,45.0,45.5,75.7,58.7
Mohamed Salah,Liverpool,Pass,-0.002495180000000003,76.1,56.8,69.3,59.4
Jordan Brian Henderson,Liverpool,Pass,0.02381378,69.3,59.4,108.4,14.0
Sadio Mané,Liverpool,Pass,-0.017400080000000002,104.9,6.8,78.4,6.0
Andrew Robertson,Liverpool,Pass,0.0029011099999999984,82.4,6.0,89.9,22.8
Georginio Wijnaldum,Liverpool,Pass,0.012117899999999997,98.3,23.6,105.5,15.0
Mohamed Salah,Liverpool,Pass,-0.005819199999999997,107.6,14.8,103.2,4.5
Andrew Robertson,Liverpool,Pass,0.0019695999999999984,91.0,0.1,98.1,12.1
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,-0.0019695999999999984,98.3,11.4,90.8,4.7
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,-0.016362579999999998,100.9,52.0,99.6,57.9
Jordan Brian Henderson,Liverpool,Pass,-0.0069887000000000005,105.1,57.7,111.0,70.9
Trent Alexander-Arnold,Liverpool,Pass,0.00855131,111.6,70.3,113.5,66.7
Trent Alexander-Arnold,Liverpool,Pass,0.2195259,120.0,80.0,113.1,42.5
Mohamed Salah,Liverpool,Pass,0.2195259,120.0,0.1,115.6,35.0
Andrew Robertson,Liverpool,Pass,-0.0013325099999999986,76.7,0.1,62.0,18.4
Virgil van Dijk,Liverpool,Pass,0.0005547,57.2,24.3,53.6,41.7
Joël Andre Job Matip,Liverpool,Pass,-0.0010005799999999992,56.9,45.9,57.4,68.0
Trent Alexander-Arnold,Liverpool,Pass,0.0004458799999999992,58.2,66.5,50.0,50.5
Joël Andre Job Matip,Liverpool,Pass,-0.00159954,50.0,50.5,49.4,25.3
Virgil van Dijk,Liverpool,Pass,0.004824179999999999,49.0,30.4,72.3,77.0
Trent Alexander-Arnold,Liverpool,Pass,0.01389197,84.1,76.0,99.0,41.1
Harry Winks,Tottenham Hotspur,Pass,0.011225029999999999,42.3,46.6,89.8,38.6
Heung-Min Son,Tottenham Hotspur,Pass,0.0038807899999999985,79.1,49.7,82.5,40.9
Georginio Wijnaldum,Liverpool,Pass,-0.00015244999999999842,29.4,43.8,23.1,56.6
Trent Alexander-Arnold,Liverpool,Pass,0.06000602000000001,27.7,63.8,110.5,59.8
Jan Vertonghen,Tottenham Hotspur,Pass,0.0005309800000000003,9.6,20.3,3.0,32.1
Hugo Lloris,Tottenham Hotspur,Pass,-0.0009620200000000009,2.8,32.5,22.6,1.8
Danny Rose,Tottenham Hotspur,Pass,-0.0020655099999999996,22.2,1.8,4.3,9.0
Jan Vertonghen,Tottenham Hotspur,Pass,0.0014131300000000003,4.7,7.9,15.2,1.4
Danny Rose,Tottenham Hotspur,Pass,0.004959369999999999,30.2,2.0,68.8,4.8
Bamidele Alli,Tottenham Hotspur,Pass,0.04087782000000001,92.6,21.8,112.7,26.2
Alisson Ramsés Becker,Liverpool,Pass,-0.0008141799999999994,10.1,46.8,25.2,20.3
Andrew Robertson,Liverpool,Pass,-0.0010425699999999996,41.8,11.7,35.9,20.1
Jordan Brian Henderson,Liverpool,Pass,-0.002678699999999999,44.1,28.9,22.9,29.9
Virgil van Dijk,Liverpool,Pass,-0.00015244999999999842,23.7,31.0,22.7,54.5
Joël Andre Job Matip,Liverpool,Pass,-0.0006024800000000007,22.5,57.5,9.5,43.8
Alisson Ramsés Becker,Liverpool,Pass,-0.0008141799999999994,10.5,43.8,20.2,24.9
Virgil van Dijk,Liverpool,Pass,-0.0006024800000000007,21.6,22.0,8.6,40.0
Alisson Ramsés Becker,Liverpool,Pass,1.3259999999999314e-05,8.6,41.7,23.3,69.7
Joël Andre Job Matip,Liverpool,Pass,0.01258872,40.8,70.7,89.3,38.3
Kieran Trippier,Tottenham Hotspur,Pass,-0.0024441800000000007,30.8,41.8,8.3,51.8
Hugo Lloris,Tottenham Hotspur,Pass,0.0005442399999999997,7.7,54.4,29.3,60.7
Kieran Trippier,Tottenham Hotspur,Pass,0.0005445499999999995,41.5,64.2,49.1,58.8
Harry Winks,Tottenham Hotspur,Pass,-0.0002082999999999998,48.0,58.1,52.2,74.1
Kieran Trippier,Tottenham Hotspur,Pass,0.01507968,54.7,73.7,92.4,71.0
Kieran Trippier,Tottenham Hotspur,Pass,0.00125283,77.7,80.0,77.2,67.8
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.00125283,78.5,69.5,77.0,77.3
Kieran Trippier,Tottenham Hotspur,Pass,-0.0005945000000000013,77.0,77.3,62.1,51.0
Jan Vertonghen,Tottenham Hotspur,Pass,3.914000000000001e-05,61.7,51.8,66.7,39.2
Mohamed Salah,Liverpool,Pass,0.0,53.4,40.9,56.5,37.5
Moussa Sissoko,Tottenham Hotspur,Pass,0.00715907,64.8,54.4,80.2,68.0
Heung-Min Son,Tottenham Hotspur,Pass,0.0065612399999999994,90.3,55.2,93.6,34.4
Bamidele Alli,Tottenham Hotspur,Pass,0.0,93.2,32.3,90.7,43.9
Alisson Ramsés Becker,Liverpool,Pass,0.009940760000000002,7.0,44.1,72.7,27.0
Sadio Mané,Liverpool,Pass,0.0,72.7,27.0,75.4,57.0
Danny Rose,Tottenham Hotspur,Pass,0.0008183100000000009,33.5,3.1,34.6,12.8
Harry Winks,Tottenham Hotspur,Pass,-0.0004294100000000016,34.2,14.6,26.6,41.8
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0003880399999999992,27.0,38.6,14.8,23.9
Jan Vertonghen,Tottenham Hotspur,Pass,0.0010497700000000002,15.4,24.1,15.7,39.7
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0010506300000000003,15.7,44.1,36.7,76.2
Kieran Trippier,Tottenham Hotspur,Pass,0.01258872,42.8,76.6,84.0,37.1
Joël Andre Job Matip,Liverpool,Pass,0.0,36.1,43.0,34.9,32.0
Virgil van Dijk,Liverpool,Pass,-0.0015471700000000005,35.9,31.6,34.0,0.1
Kieran Trippier,Tottenham Hotspur,Pass,0.0027939199999999983,87.1,80.0,81.9,69.7
Moussa Sissoko,Tottenham Hotspur,Pass,0.0,82.3,70.8,85.6,74.5
Kieran Trippier,Tottenham Hotspur,Pass,-0.0037706500000000004,85.8,76.0,78.3,76.2
Moussa Sissoko,Tottenham Hotspur,Pass,-0.00260466,70.7,71.8,56.4,43.6
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0021593199999999993,62.1,33.8,68.8,6.9
Danny Rose,Tottenham Hotspur,Pass,0.006485330000000001,69.9,4.6,85.0,2.0
Bamidele Alli,Tottenham Hotspur,Pass,-0.0025178200000000005,89.2,3.1,76.2,10.0
Harry Winks,Tottenham Hotspur,Pass,-0.0037706500000000004,82.7,9.8,76.6,3.7
Danny Rose,Tottenham Hotspur,Pass,0.01011248,76.8,3.3,91.3,2.0
Bamidele Alli,Tottenham Hotspur,Pass,0.018914089999999998,97.2,8.3,110.4,10.9
Harry Winks,Tottenham Hotspur,Pass,0.02295263000000001,110.4,10.9,111.5,28.7
Trent Alexander-Arnold,Liverpool,Pass,0.0048797400000000005,1.9,76.2,43.5,79.7
Harry Winks,Tottenham Hotspur,Pass,-0.005571519999999998,61.0,40.1,37.2,45.6
Jan Vertonghen,Tottenham Hotspur,Pass,0.01623936,38.4,45.9,96.5,79.8
Andrew Robertson,Liverpool,Pass,0.0090021,28.9,0.1,73.0,5.0
Toby Alderweireld,Tottenham Hotspur,Pass,0.0034731899999999993,47.1,75.1,65.1,75.7
Georginio Wijnaldum,Liverpool,Pass,0.002252519999999999,55.0,4.4,65.3,7.5
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,0.0027146800000000006,65.3,7.5,70.9,8.2
Sadio Mané,Liverpool,Pass,0.007733359999999998,68.9,13.3,85.6,38.9
Danny Rose,Tottenham Hotspur,Pass,0.0035222199999999995,35.2,35.9,55.8,35.9
Bamidele Alli,Tottenham Hotspur,Pass,0.0,56.0,35.7,50.7,40.5
Harry Winks,Tottenham Hotspur,Pass,-0.001382170000000002,67.1,62.8,64.0,75.8
Kieran Trippier,Tottenham Hotspur,Pass,0.0,64.0,76.3,68.0,76.7
Andrew Robertson,Liverpool,Pass,0.002814230000000001,22.3,2.1,47.2,3.1
Kieran Trippier,Tottenham Hotspur,Pass,-0.0027146800000000006,76.3,80.0,68.1,76.2
Harry Winks,Tottenham Hotspur,Pass,0.001382170000000002,63.2,73.9,67.6,64.6
Moussa Sissoko,Tottenham Hotspur,Pass,0.0007380099999999973,67.6,64.6,61.5,58.9
Harry Winks,Tottenham Hotspur,Pass,-0.0023625399999999998,57.9,36.4,56.5,3.1
Danny Rose,Tottenham Hotspur,Pass,-0.0013788199999999994,50.2,8.7,35.0,20.8
Jan Vertonghen,Tottenham Hotspur,Pass,0.0,35.5,22.4,30.9,52.1
Toby Alderweireld,Tottenham Hotspur,Pass,0.0012497299999999992,27.6,54.6,44.4,77.2
Kieran Trippier,Tottenham Hotspur,Pass,0.022367280000000003,55.0,75.7,106.7,77.2
Heung-Min Son,Tottenham Hotspur,Pass,0.0,109.6,64.6,100.6,67.1
Kieran Trippier,Tottenham Hotspur,Pass,0.028759920000000008,100.6,67.1,118.3,25.4
Bamidele Alli,Tottenham Hotspur,Pass,0.0,118.3,25.4,111.3,27.0
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0004792700000000004,42.7,39.4,46.3,19.0
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0018645199999999997,43.5,22.0,12.8,32.6
Hugo Lloris,Tottenham Hotspur,Pass,0.009573870000000002,12.4,29.9,70.2,27.5
Harry Kane,Tottenham Hotspur,Pass,-0.01735148,105.5,22.7,97.8,79.1
Andrew Robertson,Liverpool,Pass,0.0027068500000000002,36.8,0.1,55.6,3.1
Kieran Trippier,Tottenham Hotspur,Pass,0.0027146800000000006,64.5,77.0,72.9,79.1
Andrew Robertson,Liverpool,Pass,0.0034731899999999993,48.9,0.1,63.1,3.4
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,0.0027146800000000006,63.1,3.4,73.3,8.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.0074407,46.8,71.7,78.5,64.7
Virgil van Dijk,Liverpool,Pass,-0.0008844200000000003,41.6,15.4,42.9,4.8
Andrew Robertson,Liverpool,Pass,0.0008844200000000003,42.6,5.3,43.6,14.4
Fábio Henrique Tavares,Liverpool,Pass,0.002588769999999999,43.6,14.4,64.3,3.9
Kieran Trippier,Tottenham Hotspur,Pass,0.0027146800000000006,63.5,76.7,70.7,79.8
Andrew Robertson,Liverpool,Pass,0.01507968,52.8,0.1,98.9,6.8
Toby Alderweireld,Tottenham Hotspur,Pass,0.0009620200000000009,21.2,73.3,2.7,46.1
Hugo Lloris,Tottenham Hotspur,Pass,0.0003668899999999999,4.8,42.9,11.6,24.1
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0003668899999999999,14.7,24.4,5.6,39.8
Hugo Lloris,Tottenham Hotspur,Pass,-0.0006246700000000008,5.1,38.3,10.9,17.4
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0003668899999999999,11.3,21.3,4.4,33.0
Hugo Lloris,Tottenham Hotspur,Pass,0.00488072,4.4,32.6,56.3,22.5
Joël Andre Job Matip,Liverpool,Pass,0.011695880000000002,63.8,57.6,93.8,58.4
Jan Vertonghen,Tottenham Hotspur,Pass,0.0030596200000000007,20.8,15.7,53.3,0.2
Trent Alexander-Arnold,Liverpool,Pass,0.0519792,70.6,80.0,114.8,58.1
Trent Alexander-Arnold,Liverpool,Pass,0.00634183,83.1,80.0,99.6,72.9
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,-0.0035479100000000013,99.6,72.9,83.2,69.7
Fábio Henrique Tavares,Liverpool,Pass,-0.0037706500000000004,82.9,70.4,76.4,80.0
Danny Rose,Tottenham Hotspur,Pass,0.00622003,57.0,0.1,79.9,12.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0006478500000000019,79.9,12.1,77.9,26.6
Kieran Trippier,Tottenham Hotspur,Pass,0.06897893999999999,78.0,28.7,105.7,32.3
Joël Andre Job Matip,Liverpool,Pass,-0.0008141799999999994,14.6,46.5,25.5,28.4
Alisson Ramsés Becker,Liverpool,Pass,0.0012497299999999992,25.5,28.4,40.7,76.0
Trent Alexander-Arnold,Liverpool,Pass,0.00302851,41.2,77.9,58.1,58.8
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,0.0004446799999999994,58.1,58.8,62.4,80.0
Danny Rose,Tottenham Hotspur,Pass,-0.0008905599999999986,63.7,0.1,57.5,12.3
Moussa Sissoko,Tottenham Hotspur,Pass,-0.0023831900000000003,43.2,6.5,9.7,29.2
Hugo Lloris,Tottenham Hotspur,Pass,0.007976559999999999,9.2,27.8,63.7,24.6
Fábio Henrique Tavares,Liverpool,Pass,-0.0004458799999999992,56.4,55.5,58.0,63.5
Jordan Brian Henderson,Liverpool,Pass,-0.0013619600000000006,57.4,63.7,50.9,72.8
Trent Alexander-Arnold,Liverpool,Pass,0.022367280000000003,50.9,72.8,104.7,76.9
Danny Rose,Tottenham Hotspur,Pass,0.002814230000000001,29.4,4.4,44.2,3.6
Bamidele Alli,Tottenham Hotspur,Pass,-0.0006678699999999992,43.4,3.4,39.9,15.2
Moussa Sissoko,Tottenham Hotspur,Pass,0.003970940000000001,43.7,13.5,64.5,10.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0,90.3,25.6,91.5,53.3
Andrew Robertson,Liverpool,Pass,0.0002954400000000001,3.0,14.0,16.5,7.3
Sadio Mané,Liverpool,Pass,-0.0002954400000000001,16.5,7.3,9.8,12.0
Andrew Robertson,Liverpool,Pass,0.0002954400000000001,9.8,12.0,17.6,7.3
Andrew Robertson,Liverpool,Pass,0.00122067,42.1,0.1,51.3,8.2
Sadio Mané,Liverpool,Pass,0.0,48.9,2.4,40.9,3.4
Andrew Robertson,Liverpool,Pass,0.0034731899999999993,40.9,3.4,63.2,72.9
Trent Alexander-Arnold,Liverpool,Pass,0.016704609999999998,85.6,75.8,115.8,2.4
Sadio Mané,Liverpool,Pass,0.02295263000000001,117.0,11.6,111.4,23.2
Georginio Wijnaldum,Liverpool,Pass,-0.028759920000000008,111.4,23.2,105.3,12.5
Roberto Firmino Barbosa de Oliveira,Liverpool,Pass,-0.01665471,104.2,13.5,87.0,17.6
Andrew Robertson,Liverpool,Pass,-0.00016371999999999914,87.0,17.6,83.6,33.0
Hugo Lloris,Tottenham Hotspur,Pass,0.0010497700000000002,14.3,28.9,16.9,46.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.0,22.5,47.5,22.5,30.1
Jan Vertonghen,Tottenham Hotspur,Pass,0.0024609700000000016,25.3,31.1,41.0,30.1
Moussa Sissoko,Tottenham Hotspur,Pass,-0.00261342,41.0,30.1,27.0,27.1
Jan Vertonghen,Tottenham Hotspur,Pass,0.0,29.9,27.1,27.8,50.5
Toby Alderweireld,Tottenham Hotspur,Pass,0.0024703999999999993,29.0,51.2,53.6,76.7
Kieran Trippier,Tottenham Hotspur,Pass,0.00938644,63.9,75.8,86.6,53.6
Joël Andre Job Matip,Liverpool,Pass,0.0015871199999999992,33.5,26.5,49.9,22.7
Georginio Wijnaldum,Liverpool,Pass,0.030068619999999997,54.4,34.8,102.0,55.5
Georginio Wijnaldum,Liverpool,Pass,-0.0065612399999999994,91.1,48.9,91.8,59.1
Jordan Brian Henderson,Liverpool,Pass,-0.004700530000000001,91.8,59.1,83.9,48.3
Fábio Henrique Tavares,Liverpool,Pass,0.0002709099999999992,83.9,48.3,83.2,20.8
Andrew Robertson,Liverpool,Pass,0.22791908,97.6,17.6,116.4,40.8
Hugo Lloris,Tottenham Hotspur,Pass,-0.0014034000000000008,15.4,38.3,29.0,63.9
Harry Winks,Tottenham Hotspur,Pass,-0.0013619600000000006,51.2,65.6,53.8,76.3
Kieran Trippier,Tottenham Hotspur,Pass,0.003634690000000001,53.8,76.7,64.7,66.6
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.004855360000000001,64.7,66.6,48.5,71.6
Kieran Trippier,Tottenham Hotspur,Pass,0.0034731899999999993,48.5,71.6,64.2,76.7
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.07087961999999999,72.4,75.1,105.2,45.1
Jordan Brian Henderson,Liverpool,Pass,-0.0033265000000000005,18.2,45.3,5.2,64.2
Joël Andre Job Matip,Liverpool,Pass,0.01106761,6.9,77.5,77.4,74.0
Jan Vertonghen,Tottenham Hotspur,Pass,0.00050972,39.9,13.5,39.6,29.7
Toby Alderweireld,Tottenham Hotspur,Pass,0.0011596799999999997,39.3,38.9,51.7,76.2
Kieran Trippier,Tottenham Hotspur,Pass,0.0018078399999999998,50.5,75.7,50.7,58.6
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.00159954,50.7,58.2,41.5,24.9
Jan Vertonghen,Tottenham Hotspur,Pass,0.0,44.0,24.4,46.8,56.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.020559440000000002,55.0,53.3,101.4,4.3
Bamidele Alli,Tottenham Hotspur,Pass,-0.012117899999999997,107.7,16.7,97.8,23.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.059778239999999996,97.0,24.1,105.7,31.2
Jan Vertonghen,Tottenham Hotspur,Pass,-0.00165622,50.2,0.1,10.2,33.3
Hugo Lloris,Tottenham Hotspur,Pass,0.01302427,16.9,31.6,86.4,34.8
Virgil van Dijk,Liverpool,Pass,0.0013679799999999995,33.7,45.3,48.9,54.5
Jordan Brian Henderson,Liverpool,Pass,0.00215424,48.9,54.5,56.4,44.2
Harry Winks,Tottenham Hotspur,Pass,-0.0020492999999999987,63.7,35.9,59.4,44.4
Sadio Mané,Liverpool,Pass,-0.0020492999999999987,60.7,35.7,53.9,30.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.002495180000000003,66.2,50.0,79.6,50.2
